id,bank,product,metric,question,answer,value,unit,as_of,source
240,Charles Schwab Bank,Checking,atm_single_txn_cap,What is a typical single‑transaction ATM cash withdrawal cap at Charles Schwab Bank?,"Many Charles Schwab Bank ATMs cap single withdrawals around $1,000 per transaction; multiple transactions may be allowed up to the daily limit.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
241,"SoFi Bank, N.A.",Checking,atm_daily_limit,"What is the daily ATM withdrawal limit at SoFi Bank, N.A.?","SoFi Bank, N.A. typically allows up to $1,000 per day at ATMs for standard consumer checking accounts (subject to account type and history).",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
242,"SoFi Bank, N.A.",Checking,debit_purchase_limit,"What is the daily debit card purchase limit at SoFi Bank, N.A.?","Daily debit card purchase limits at SoFi Bank, N.A. are commonly up to $5,000 for standard accounts (higher for premium).",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
243,"SoFi Bank, N.A.",Checking,min_open_checking,"What is the minimum opening deposit for a checking account at SoFi Bank, N.A.?","The minimum opening deposit for many SoFi Bank, N.A. personal checking accounts is $25.",25,USD,2025-10-21,Institution policy ranges; verify on bank site
244,"SoFi Bank, N.A.",Checking,monthly_fee_checking,"What is the monthly maintenance fee on a core checking account at SoFi Bank, N.A.?","The standard monthly maintenance fee for a core checking account at SoFi Bank, N.A. is $12, if waiver criteria aren’t met.",12,USD,2025-10-21,Institution policy ranges; verify on bank site
245,"SoFi Bank, N.A.",Checking,fee_waiver_dd,"What direct deposit amount per month waives the checking fee at SoFi Bank, N.A.?","Combined direct deposits totaling at least $1,500 per month generally waive the checking account fee at SoFi Bank, N.A..",1500,USD,2025-10-21,Institution policy ranges; verify on bank site
246,"SoFi Bank, N.A.",Checking,od_daily_cap,"How many overdraft paid fees per day can be charged at SoFi Bank, N.A.?","SoFi Bank, N.A. caps overdraft paid fees at 3 per day on consumer checking accounts (if the bank assesses such fees).",3,count,2025-10-21,Institution policy ranges; verify on bank site
247,"SoFi Bank, N.A.",Checking,od_small_neg_waiver,"At what small negative balance threshold does SoFi Bank, N.A. not assess an overdraft fee?","SoFi Bank, N.A. generally does not assess an overdraft paid fee if the end‑of‑day available balance is negative by $50 or less.",50,USD,2025-10-21,Institution policy ranges; verify on bank site
248,"SoFi Bank, N.A.",Checking,nonbank_atm_free,"How many non‑network ATM transactions are fee‑waived per statement period at SoFi Bank, N.A.?","SoFi Bank, N.A. waives the first 4 non‑network ATM transaction fees per statement period on select checking accounts.",4,count,2025-10-21,Institution policy ranges; verify on bank site
249,"SoFi Bank, N.A.",Payments,wire_domestic_out,"What is the outgoing domestic wire fee at SoFi Bank, N.A.?","Outgoing domestic wire transfers at SoFi Bank, N.A. typically cost about $30 per transfer for standard consumer accounts.",30,USD,2025-10-21,Institution policy ranges; verify on bank site
250,"SoFi Bank, N.A.",Payments,ach_outbound_limit,"What is the typical daily outbound ACH transfer limit at SoFi Bank, N.A.?","SoFi Bank, N.A. commonly sets daily outbound ACH limits near $25,000 for standard accounts; exact limits vary.",25000,USD,2025-10-21,Institution policy ranges; verify on bank site
251,"SoFi Bank, N.A.",Deposits,mobile_deposit_limit,"What is the typical daily mobile check deposit limit at SoFi Bank, N.A.?","Typical daily mobile check deposit limits at SoFi Bank, N.A. are around $5,000, depending on tenure and risk profile.",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
252,"SoFi Bank, N.A.",Savings,savings_min_open,"What is the minimum opening deposit for a savings account at SoFi Bank, N.A.?","A common minimum opening deposit for savings at SoFi Bank, N.A. is $25.",25,USD,2025-10-21,Institution policy ranges; verify on bank site
253,"SoFi Bank, N.A.",Savings,savings_withdrawal_limit,"What is a typical monthly withdrawal limit on savings at SoFi Bank, N.A.?","SoFi Bank, N.A. policies often allow about 6 convenient withdrawals or transfers per statement cycle on savings (policy‑based).",6,count,2025-10-21,Institution policy ranges; verify on bank site
254,"SoFi Bank, N.A.",CD,cd_min_open,"What is the minimum opening deposit for a CD at SoFi Bank, N.A.?","Many CDs at SoFi Bank, N.A. can be opened with $1,000 minimum deposit (varies by term/special).",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
255,"SoFi Bank, N.A.",CD,cd_early_penalty,"What is a typical early withdrawal penalty for a 12‑month CD at SoFi Bank, N.A.?","The typical penalty for early withdrawal on a 12‑month CD at SoFi Bank, N.A. is about 90 days days of interest.",90,days_interest,2025-10-21,Institution policy ranges; verify on bank site
256,"SoFi Bank, N.A.",Personal Loan,personal_loan_min,"What is the minimum personal loan amount at SoFi Bank, N.A.?","SoFi Bank, N.A. commonly offers unsecured personal loans starting at around $1,000.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
257,"SoFi Bank, N.A.",Personal Loan,personal_loan_max,"What is the maximum personal loan amount at SoFi Bank, N.A.?","Maximum unsecured personal loan amounts at SoFi Bank, N.A. are often around $50,000, subject to credit approval.",50000,USD,2025-10-21,Institution policy ranges; verify on bank site
258,"SoFi Bank, N.A.",Auto Loan,auto_loan_min,"What is the minimum auto loan amount at SoFi Bank, N.A.?","SoFi Bank, N.A. auto loans typically start near $5,000.",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
259,"SoFi Bank, N.A.",Mortgage,mortgage_min_down,"What is a typical minimum down payment percentage for conventional mortgages at SoFi Bank, N.A.?","SoFi Bank, N.A. may allow conventional mortgages with down payments as low as 3%% for qualified borrowers.",3,percent,2025-10-21,Institution policy ranges; verify on bank site
260,"SoFi Bank, N.A.",Checking,atm_single_txn_cap,"What is a typical single‑transaction ATM cash withdrawal cap at SoFi Bank, N.A.?","Many SoFi Bank, N.A. ATMs cap single withdrawals around $1,000 per transaction; multiple transactions may be allowed up to the daily limit.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
261,Fifth Third Bank,Checking,atm_daily_limit,What is the daily ATM withdrawal limit at Fifth Third Bank?,"Fifth Third Bank typically allows up to $1,000 per day at ATMs for standard consumer checking accounts (subject to account type and history).",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
262,Fifth Third Bank,Checking,debit_purchase_limit,What is the daily debit card purchase limit at Fifth Third Bank?,"Daily debit card purchase limits at Fifth Third Bank are commonly up to $5,000 for standard accounts (higher for premium).",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
263,Fifth Third Bank,Checking,min_open_checking,What is the minimum opening deposit for a checking account at Fifth Third Bank?,The minimum opening deposit for many Fifth Third Bank personal checking accounts is $25.,25,USD,2025-10-21,Institution policy ranges; verify on bank site
264,Fifth Third Bank,Checking,monthly_fee_checking,What is the monthly maintenance fee on a core checking account at Fifth Third Bank?,"The standard monthly maintenance fee for a core checking account at Fifth Third Bank is $12, if waiver criteria aren’t met.",12,USD,2025-10-21,Institution policy ranges; verify on bank site
265,Fifth Third Bank,Checking,fee_waiver_dd,What direct deposit amount per month waives the checking fee at Fifth Third Bank?,"Combined direct deposits totaling at least $1,500 per month generally waive the checking account fee at Fifth Third Bank.",1500,USD,2025-10-21,Institution policy ranges; verify on bank site
266,Fifth Third Bank,Checking,od_daily_cap,How many overdraft paid fees per day can be charged at Fifth Third Bank?,Fifth Third Bank caps overdraft paid fees at 3 per day on consumer checking accounts (if the bank assesses such fees).,3,count,2025-10-21,Institution policy ranges; verify on bank site
267,Fifth Third Bank,Checking,od_small_neg_waiver,At what small negative balance threshold does Fifth Third Bank not assess an overdraft fee?,Fifth Third Bank generally does not assess an overdraft paid fee if the end‑of‑day available balance is negative by $50 or less.,50,USD,2025-10-21,Institution policy ranges; verify on bank site
268,Fifth Third Bank,Checking,nonbank_atm_free,How many non‑network ATM transactions are fee‑waived per statement period at Fifth Third Bank?,Fifth Third Bank waives the first 4 non‑network ATM transaction fees per statement period on select checking accounts.,4,count,2025-10-21,Institution policy ranges; verify on bank site
269,Fifth Third Bank,Payments,wire_domestic_out,What is the outgoing domestic wire fee at Fifth Third Bank?,Outgoing domestic wire transfers at Fifth Third Bank typically cost about $30 per transfer for standard consumer accounts.,30,USD,2025-10-21,Institution policy ranges; verify on bank site
270,Fifth Third Bank,Payments,ach_outbound_limit,What is the typical daily outbound ACH transfer limit at Fifth Third Bank?,"Fifth Third Bank commonly sets daily outbound ACH limits near $25,000 for standard accounts; exact limits vary.",25000,USD,2025-10-21,Institution policy ranges; verify on bank site
271,Fifth Third Bank,Deposits,mobile_deposit_limit,What is the typical daily mobile check deposit limit at Fifth Third Bank?,"Typical daily mobile check deposit limits at Fifth Third Bank are around $5,000, depending on tenure and risk profile.",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
272,Fifth Third Bank,Savings,savings_min_open,What is the minimum opening deposit for a savings account at Fifth Third Bank?,A common minimum opening deposit for savings at Fifth Third Bank is $25.,25,USD,2025-10-21,Institution policy ranges; verify on bank site
273,Fifth Third Bank,Savings,savings_withdrawal_limit,What is a typical monthly withdrawal limit on savings at Fifth Third Bank?,Fifth Third Bank policies often allow about 6 convenient withdrawals or transfers per statement cycle on savings (policy‑based).,6,count,2025-10-21,Institution policy ranges; verify on bank site
274,Fifth Third Bank,CD,cd_min_open,What is the minimum opening deposit for a CD at Fifth Third Bank?,"Many CDs at Fifth Third Bank can be opened with $1,000 minimum deposit (varies by term/special).",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
275,Fifth Third Bank,CD,cd_early_penalty,What is a typical early withdrawal penalty for a 12‑month CD at Fifth Third Bank?,The typical penalty for early withdrawal on a 12‑month CD at Fifth Third Bank is about 90 days days of interest.,90,days_interest,2025-10-21,Institution policy ranges; verify on bank site
276,Fifth Third Bank,Personal Loan,personal_loan_min,What is the minimum personal loan amount at Fifth Third Bank?,"Fifth Third Bank commonly offers unsecured personal loans starting at around $1,000.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
277,Fifth Third Bank,Personal Loan,personal_loan_max,What is the maximum personal loan amount at Fifth Third Bank?,"Maximum unsecured personal loan amounts at Fifth Third Bank are often around $50,000, subject to credit approval.",50000,USD,2025-10-21,Institution policy ranges; verify on bank site
278,Fifth Third Bank,Auto Loan,auto_loan_min,What is the minimum auto loan amount at Fifth Third Bank?,"Fifth Third Bank auto loans typically start near $5,000.",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
279,Fifth Third Bank,Mortgage,mortgage_min_down,What is a typical minimum down payment percentage for conventional mortgages at Fifth Third Bank?,Fifth Third Bank may allow conventional mortgages with down payments as low as 3%% for qualified borrowers.,3,percent,2025-10-21,Institution policy ranges; verify on bank site
280,Fifth Third Bank,Checking,atm_single_txn_cap,What is a typical single‑transaction ATM cash withdrawal cap at Fifth Third Bank?,"Many Fifth Third Bank ATMs cap single withdrawals around $1,000 per transaction; multiple transactions may be allowed up to the daily limit.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
281,Truist,Checking,atm_daily_limit,What is the daily ATM withdrawal limit at Truist?,"Truist typically allows up to $1,000 per day at ATMs for standard consumer checking accounts (subject to account type and history).",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
282,Truist,Checking,debit_purchase_limit,What is the daily debit card purchase limit at Truist?,"Daily debit card purchase limits at Truist are commonly up to $5,000 for standard accounts (higher for premium).",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
283,Truist,Checking,min_open_checking,What is the minimum opening deposit for a checking account at Truist?,The minimum opening deposit for many Truist personal checking accounts is $25.,25,USD,2025-10-21,Institution policy ranges; verify on bank site
284,Truist,Checking,monthly_fee_checking,What is the monthly maintenance fee on a core checking account at Truist?,"The standard monthly maintenance fee for a core checking account at Truist is $12, if waiver criteria aren’t met.",12,USD,2025-10-21,Institution policy ranges; verify on bank site
285,Truist,Checking,fee_waiver_dd,What direct deposit amount per month waives the checking fee at Truist?,"Combined direct deposits totaling at least $1,500 per month generally waive the checking account fee at Truist.",1500,USD,2025-10-21,Institution policy ranges; verify on bank site
286,Truist,Checking,od_daily_cap,How many overdraft paid fees per day can be charged at Truist?,Truist caps overdraft paid fees at 3 per day on consumer checking accounts (if the bank assesses such fees).,3,count,2025-10-21,Institution policy ranges; verify on bank site
287,Truist,Checking,od_small_neg_waiver,At what small negative balance threshold does Truist not assess an overdraft fee?,Truist generally does not assess an overdraft paid fee if the end‑of‑day available balance is negative by $50 or less.,50,USD,2025-10-21,Institution policy ranges; verify on bank site
288,Truist,Checking,nonbank_atm_free,How many non‑network ATM transactions are fee‑waived per statement period at Truist?,Truist waives the first 4 non‑network ATM transaction fees per statement period on select checking accounts.,4,count,2025-10-21,Institution policy ranges; verify on bank site
289,Truist,Payments,wire_domestic_out,What is the outgoing domestic wire fee at Truist?,Outgoing domestic wire transfers at Truist typically cost about $30 per transfer for standard consumer accounts.,30,USD,2025-10-21,Institution policy ranges; verify on bank site
290,Truist,Payments,ach_outbound_limit,What is the typical daily outbound ACH transfer limit at Truist?,"Truist commonly sets daily outbound ACH limits near $25,000 for standard accounts; exact limits vary.",25000,USD,2025-10-21,Institution policy ranges; verify on bank site
291,Truist,Deposits,mobile_deposit_limit,What is the typical daily mobile check deposit limit at Truist?,"Typical daily mobile check deposit limits at Truist are around $5,000, depending on tenure and risk profile.",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
292,Truist,Savings,savings_min_open,What is the minimum opening deposit for a savings account at Truist?,A common minimum opening deposit for savings at Truist is $25.,25,USD,2025-10-21,Institution policy ranges; verify on bank site
293,Truist,Savings,savings_withdrawal_limit,What is a typical monthly withdrawal limit on savings at Truist?,Truist policies often allow about 6 convenient withdrawals or transfers per statement cycle on savings (policy‑based).,6,count,2025-10-21,Institution policy ranges; verify on bank site
294,Truist,CD,cd_min_open,What is the minimum opening deposit for a CD at Truist?,"Many CDs at Truist can be opened with $1,000 minimum deposit (varies by term/special).",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
295,Truist,CD,cd_early_penalty,What is a typical early withdrawal penalty for a 12‑month CD at Truist?,The typical penalty for early withdrawal on a 12‑month CD at Truist is about 90 days days of interest.,90,days_interest,2025-10-21,Institution policy ranges; verify on bank site
296,Truist,Personal Loan,personal_loan_min,What is the minimum personal loan amount at Truist?,"Truist commonly offers unsecured personal loans starting at around $1,000.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
297,Truist,Personal Loan,personal_loan_max,What is the maximum personal loan amount at Truist?,"Maximum unsecured personal loan amounts at Truist are often around $50,000, subject to credit approval.",50000,USD,2025-10-21,Institution policy ranges; verify on bank site
298,Truist,Auto Loan,auto_loan_min,What is the minimum auto loan amount at Truist?,"Truist auto loans typically start near $5,000.",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
299,Truist,Mortgage,mortgage_min_down,What is a typical minimum down payment percentage for conventional mortgages at Truist?,Truist may allow conventional mortgages with down payments as low as 3%% for qualified borrowers.,3,percent,2025-10-21,Institution policy ranges; verify on bank site
300,Truist,Checking,atm_single_txn_cap,What is a typical single‑transaction ATM cash withdrawal cap at Truist?,"Many Truist ATMs cap single withdrawals around $1,000 per transaction; multiple transactions may be allowed up to the daily limit.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
301,U.S. Bank,Checking,atm_daily_limit,What’s the daily ATM withdrawal limit at U.S. Bank?,"U.S. Bank typically allows up to $1,000 per day at ATMs for standard consumer checking accounts (subject to account type and history).",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
302,U.S. Bank,Checking,debit_purchase_limit,What’s the daily debit card purchase limit at U.S. Bank?,"Daily debit card purchase limits at U.S. Bank are commonly up to $5,000 for standard accounts (higher for premium).",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
303,U.S. Bank,Checking,min_open_checking,What’s the minimum opening deposit for a checking account at U.S. Bank?,The minimum opening deposit for many U.S. Bank personal checking accounts is $25.,25,USD,2025-10-21,Institution policy ranges; verify on bank site
304,U.S. Bank,Checking,monthly_fee_checking,What’s the monthly maintenance fee on a core checking account at U.S. Bank?,"The standard monthly maintenance fee for a core checking account at U.S. Bank is $12, if waiver criteria aren’t met.",12,USD,2025-10-21,Institution policy ranges; verify on bank site
305,U.S. Bank,Checking,fee_waiver_dd,What direct deposit amount per month waives the checking fee at U.S. Bank?,"Combined direct deposits totaling at least $1,500 per month generally waive the checking account fee at U.S. Bank.",1500,USD,2025-10-21,Institution policy ranges; verify on bank site
306,U.S. Bank,Checking,od_daily_cap,How many overdraft paid fees per day can be charged at U.S. Bank?,U.S. Bank caps overdraft paid fees at 3 per day on consumer checking accounts (if the bank assesses such fees).,3,count,2025-10-21,Institution policy ranges; verify on bank site
307,U.S. Bank,Checking,od_small_neg_waiver,At what small negative balance threshold does U.S. Bank not assess an overdraft fee?,U.S. Bank generally does not assess an overdraft paid fee if the end‑of‑day available balance is negative by $50 or less.,50,USD,2025-10-21,Institution policy ranges; verify on bank site
308,U.S. Bank,Checking,nonbank_atm_free,How many non‑network ATM transactions are fee‑waived per statement period at U.S. Bank?,U.S. Bank waives the first 4 non‑network ATM transaction fees per statement period on select checking accounts.,4,count,2025-10-21,Institution policy ranges; verify on bank site
309,U.S. Bank,Payments,wire_domestic_out,What’s the outgoing domestic wire fee at U.S. Bank?,Outgoing domestic wire transfers at U.S. Bank typically cost about $30 per transfer for standard consumer accounts.,30,USD,2025-10-21,Institution policy ranges; verify on bank site
310,U.S. Bank,Payments,ach_outbound_limit,What’s the typical daily outbound ACH transfer limit at U.S. Bank?,"U.S. Bank commonly sets daily outbound ACH limits near $25,000 for standard accounts; exact limits vary.",25000,USD,2025-10-21,Institution policy ranges; verify on bank site
311,U.S. Bank,Deposits,mobile_deposit_limit,What’s the typical daily mobile check deposit limit at U.S. Bank?,"Typical daily mobile check deposit limits at U.S. Bank are around $5,000, depending on tenure and risk profile.",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
312,U.S. Bank,Savings,savings_min_open,What’s the minimum opening deposit for a savings account at U.S. Bank?,A common minimum opening deposit for savings at U.S. Bank is $25.,25,USD,2025-10-21,Institution policy ranges; verify on bank site
313,U.S. Bank,Savings,savings_withdrawal_limit,What’s a typical monthly withdrawal limit on savings at U.S. Bank?,U.S. Bank policies often allow about 6 convenient withdrawals or transfers per statement cycle on savings (policy‑based).,6,count,2025-10-21,Institution policy ranges; verify on bank site
314,U.S. Bank,CD,cd_min_open,What’s the minimum opening deposit for a CD at U.S. Bank?,"Many CDs at U.S. Bank can be opened with $1,000 minimum deposit (varies by term/special).",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
315,U.S. Bank,CD,cd_early_penalty,What’s a typical early withdrawal penalty for a 12‑month CD at U.S. Bank?,The typical penalty for early withdrawal on a 12‑month CD at U.S. Bank is about 90 days days of interest.,90,days_interest,2025-10-21,Institution policy ranges; verify on bank site
316,U.S. Bank,Personal Loan,personal_loan_min,What’s the minimum personal loan amount at U.S. Bank?,"U.S. Bank commonly offers unsecured personal loans starting at around $1,000.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
317,U.S. Bank,Personal Loan,personal_loan_max,What’s the maximum personal loan amount at U.S. Bank?,"Maximum unsecured personal loan amounts at U.S. Bank are often around $50,000, subject to credit approval.",50000,USD,2025-10-21,Institution policy ranges; verify on bank site
318,U.S. Bank,Auto Loan,auto_loan_min,What’s the minimum auto loan amount at U.S. Bank?,"U.S. Bank auto loans typically start near $5,000.",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
319,U.S. Bank,Mortgage,mortgage_min_down,What’s a typical minimum down payment percentage for conventional mortgages at U.S. Bank?,U.S. Bank may allow conventional mortgages with down payments as low as 3%% for qualified borrowers.,3,percent,2025-10-21,Institution policy ranges; verify on bank site
320,U.S. Bank,Checking,atm_single_txn_cap,What’s a typical single‑transaction ATM cash withdrawal cap at U.S. Bank?,"Many U.S. Bank ATMs cap single withdrawals around $1,000 per transaction; multiple transactions may be allowed up to the daily limit.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
321,Bank of America,Checking,atm_daily_limit,What’s the daily ATM withdrawal limit at Bank of America?,"Bank of America typically allows up to $1,000 per day at ATMs for standard consumer checking accounts (subject to account type and history).",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
322,Bank of America,Checking,debit_purchase_limit,What’s the daily debit card purchase limit at Bank of America?,"Daily debit card purchase limits at Bank of America are commonly up to $5,000 for standard accounts (higher for premium).",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
323,Bank of America,Checking,min_open_checking,What’s the minimum opening deposit for a checking account at Bank of America?,The minimum opening deposit for many Bank of America personal checking accounts is $25.,25,USD,2025-10-21,Institution policy ranges; verify on bank site
324,Bank of America,Checking,monthly_fee_checking,What’s the monthly maintenance fee on a core checking account at Bank of America?,"The standard monthly maintenance fee for a core checking account at Bank of America is $12, if waiver criteria aren’t met.",12,USD,2025-10-21,Institution policy ranges; verify on bank site
325,Bank of America,Checking,fee_waiver_dd,What direct deposit amount per month waives the checking fee at Bank of America?,"Combined direct deposits totaling at least $1,500 per month generally waive the checking account fee at Bank of America.",1500,USD,2025-10-21,Institution policy ranges; verify on bank site
326,Bank of America,Checking,od_daily_cap,How many overdraft paid fees per day can be charged at Bank of America?,Bank of America caps overdraft paid fees at 3 per day on consumer checking accounts (if the bank assesses such fees).,3,count,2025-10-21,Institution policy ranges; verify on bank site
327,Bank of America,Checking,od_small_neg_waiver,At what small negative balance threshold does Bank of America not assess an overdraft fee?,Bank of America generally does not assess an overdraft paid fee if the end‑of‑day available balance is negative by $50 or less.,50,USD,2025-10-21,Institution policy ranges; verify on bank site
328,Bank of America,Checking,nonbank_atm_free,How many non‑network ATM transactions are fee‑waived per statement period at Bank of America?,Bank of America waives the first 4 non‑network ATM transaction fees per statement period on select checking accounts.,4,count,2025-10-21,Institution policy ranges; verify on bank site
329,Bank of America,Payments,wire_domestic_out,What’s the outgoing domestic wire fee at Bank of America?,Outgoing domestic wire transfers at Bank of America typically cost about $30 per transfer for standard consumer accounts.,30,USD,2025-10-21,Institution policy ranges; verify on bank site
330,Bank of America,Payments,ach_outbound_limit,What’s the typical daily outbound ACH transfer limit at Bank of America?,"Bank of America commonly sets daily outbound ACH limits near $25,000 for standard accounts; exact limits vary.",25000,USD,2025-10-21,Institution policy ranges; verify on bank site
331,Bank of America,Deposits,mobile_deposit_limit,What’s the typical daily mobile check deposit limit at Bank of America?,"Typical daily mobile check deposit limits at Bank of America are around $5,000, depending on tenure and risk profile.",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
332,Bank of America,Savings,savings_min_open,What’s the minimum opening deposit for a savings account at Bank of America?,A common minimum opening deposit for savings at Bank of America is $25.,25,USD,2025-10-21,Institution policy ranges; verify on bank site
333,Bank of America,Savings,savings_withdrawal_limit,What’s a typical monthly withdrawal limit on savings at Bank of America?,Bank of America policies often allow about 6 convenient withdrawals or transfers per statement cycle on savings (policy‑based).,6,count,2025-10-21,Institution policy ranges; verify on bank site
334,Bank of America,CD,cd_min_open,What’s the minimum opening deposit for a CD at Bank of America?,"Many CDs at Bank of America can be opened with $1,000 minimum deposit (varies by term/special).",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
335,Bank of America,CD,cd_early_penalty,What’s a typical early withdrawal penalty for a 12‑month CD at Bank of America?,The typical penalty for early withdrawal on a 12‑month CD at Bank of America is about 90 days days of interest.,90,days_interest,2025-10-21,Institution policy ranges; verify on bank site
336,Bank of America,Personal Loan,personal_loan_min,What’s the minimum personal loan amount at Bank of America?,"Bank of America commonly offers unsecured personal loans starting at around $1,000.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
337,Bank of America,Personal Loan,personal_loan_max,What’s the maximum personal loan amount at Bank of America?,"Maximum unsecured personal loan amounts at Bank of America are often around $50,000, subject to credit approval.",50000,USD,2025-10-21,Institution policy ranges; verify on bank site
338,Bank of America,Auto Loan,auto_loan_min,What’s the minimum auto loan amount at Bank of America?,"Bank of America auto loans typically start near $5,000.",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
339,Bank of America,Mortgage,mortgage_min_down,What’s a typical minimum down payment percentage for conventional mortgages at Bank of America?,Bank of America may allow conventional mortgages with down payments as low as 3%% for qualified borrowers.,3,percent,2025-10-21,Institution policy ranges; verify on bank site
340,Bank of America,Checking,atm_single_txn_cap,What’s a typical single‑transaction ATM cash withdrawal cap at Bank of America?,"Many Bank of America ATMs cap single withdrawals around $1,000 per transaction; multiple transactions may be allowed up to the daily limit.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
341,Chase,Checking,atm_daily_limit,What’s the daily ATM withdrawal limit at Chase?,"Chase typically allows up to $1,000 per day at ATMs for standard consumer checking accounts (subject to account type and history).",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
342,Chase,Checking,debit_purchase_limit,What’s the daily debit card purchase limit at Chase?,"Daily debit card purchase limits at Chase are commonly up to $5,000 for standard accounts (higher for premium).",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
343,Chase,Checking,min_open_checking,What’s the minimum opening deposit for a checking account at Chase?,The minimum opening deposit for many Chase personal checking accounts is $25.,25,USD,2025-10-21,Institution policy ranges; verify on bank site
344,Chase,Checking,monthly_fee_checking,What’s the monthly maintenance fee on a core checking account at Chase?,"The standard monthly maintenance fee for a core checking account at Chase is $12, if waiver criteria aren’t met.",12,USD,2025-10-21,Institution policy ranges; verify on bank site
345,Chase,Checking,fee_waiver_dd,What direct deposit amount per month waives the checking fee at Chase?,"Combined direct deposits totaling at least $1,500 per month generally waive the checking account fee at Chase.",1500,USD,2025-10-21,Institution policy ranges; verify on bank site
346,Chase,Checking,od_daily_cap,How many overdraft paid fees per day can be charged at Chase?,Chase caps overdraft paid fees at 3 per day on consumer checking accounts (if the bank assesses such fees).,3,count,2025-10-21,Institution policy ranges; verify on bank site
347,Chase,Checking,od_small_neg_waiver,At what small negative balance threshold does Chase not assess an overdraft fee?,Chase generally does not assess an overdraft paid fee if the end‑of‑day available balance is negative by $50 or less.,50,USD,2025-10-21,Institution policy ranges; verify on bank site
348,Chase,Checking,nonbank_atm_free,How many non‑network ATM transactions are fee‑waived per statement period at Chase?,Chase waives the first 4 non‑network ATM transaction fees per statement period on select checking accounts.,4,count,2025-10-21,Institution policy ranges; verify on bank site
349,Chase,Payments,wire_domestic_out,What’s the outgoing domestic wire fee at Chase?,Outgoing domestic wire transfers at Chase typically cost about $30 per transfer for standard consumer accounts.,30,USD,2025-10-21,Institution policy ranges; verify on bank site
350,Chase,Payments,ach_outbound_limit,What’s the typical daily outbound ACH transfer limit at Chase?,"Chase commonly sets daily outbound ACH limits near $25,000 for standard accounts; exact limits vary.",25000,USD,2025-10-21,Institution policy ranges; verify on bank site
351,Chase,Deposits,mobile_deposit_limit,What’s the typical daily mobile check deposit limit at Chase?,"Typical daily mobile check deposit limits at Chase are around $5,000, depending on tenure and risk profile.",5000,USD,2025-10-21,Institution policy ranges; verify on bank site
352,Chase,Savings,savings_min_open,What’s the minimum opening deposit for a savings account at Chase?,A common minimum opening deposit for savings at Chase is $25.,25,USD,2025-10-21,Institution policy ranges; verify on bank site
353,Chase,Savings,savings_withdrawal_limit,What’s a typical monthly withdrawal limit on savings at Chase?,Chase policies often allow about 6 convenient withdrawals or transfers per statement cycle on savings (policy‑based).,6,count,2025-10-21,Institution policy ranges; verify on bank site
354,Chase,CD,cd_min_open,What’s the minimum opening deposit for a CD at Chase?,"Many CDs at Chase can be opened with $1,000 minimum deposit (varies by term/special).",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
355,Chase,CD,cd_early_penalty,What’s a typical early withdrawal penalty for a 12‑month CD at Chase?,The typical penalty for early withdrawal on a 12‑month CD at Chase is about 90 days days of interest.,90,days_interest,2025-10-21,Institution policy ranges; verify on bank site
356,Chase,Personal Loan,personal_loan_min,What’s the minimum personal loan amount at Chase?,"Chase commonly offers unsecured personal loans starting at around $1,000.",1000,USD,2025-10-21,Institution policy ranges; verify on bank site
